TAXKEY,residential_units,commercial_units
2300259000,1,0
2731505000,1,0
1430269000,1,0
2440361000,1,0
3201514000,2,0
4911165000,1,0
4269958112,0,1
2290017000,0,0
2630220000,1,0
5120462000,1,0
4690204000,2,0
4030656000,1,0
5001110000,0,0
5389963000,2,0
5280217000,1,0
5390768000,2,0
2241114000,2,0
3881611000,2,0
3471119000,1,0
2630029000,1,0
3600579000,1,0
1029928000,1,0
2610018200,2,0
3633016000,1,0
2290865000,2,0
2120227000,1,0
2510480000,1,0
4171014100,0,48
5310329000,1,0
5580559000,1,0
3261701000,1,0
3250824000,2,0
2830523000,3,1
4010184000,4,0
2460227000,2,0
2120675000,1,0
5400050000,1,0
4991251200,1,1
6430518000,1,0
4579832000,0,1
3230015100,1,0
2170113000,2,0
4330108000,1,0
2120425000,1,0
3080915000,2,0
4360551000,1,0
1040089000,1,0
0720321000,1,0
5330113000,2,0
4970413000,2,0
5400013000,8,0
5120546000,1,0
2660147000,1,0
1870096000,1,0
1740663000,2,0
2880791000,1,0
3250929000,2,0
4950238000,1,0
0050108000,1,0
1399784100,1,0
1760041000,1,0
1950233000,1,0
3031349000,1,0
4342025000,1,0
2100071000,1,0
3190331000,0,0
3461621000,1,0
2891001000,1,0
2500095000,1,0
3920742000,0,5
3050719000,1,0
3280414000,2,0
2620049000,1,0
2730427000,1,0
2250331000,1,0
5310201100,1,1
5600286000,1,0
5071062000,1,0
4960810000,1,0
4020358000,1,0
2870058000,1,0
4920262000,1,0
2090110000,1,0
3080053000,1,2
3280311000,2,0
5810036000,1,0
2890665000,1,0
2710890000,1,0
2290525000,1,0
4901147000,1,0
5000407000,1,1
3461823000,1,0
4201064000,1,0
5529967000,1,0
5950713000,1,0
2890728000,2,0
2611138000,1,0
1200094000,1,0
2470022000,1,0
2780687000,1,0
3461601100,0,3
3881430000,1,0
5350734000,1,0
1890017120,2,0
3930862000,91,0
3930863000,0,126
3930864000,1,1
3930865000,2,0
3930866000,0,0
2630902000,1,0
4691101000,2,0
1060121000,0,2
2100088000,1,0
2450809000,1,0
4620850000,1,0
3249866000,1,0
3850739000,1,0
2920615000,1,0
3240931000,1,0
1200073000,1,0
3220261100,1,0
3211750000,0,0
3291859000,1,0
5080275000,1,0
5560070000,1,0
1410473000,1,0
3100548000,2,0
3540639000,2,0
5811046000,2,0
3111277100,1,0
2712423000,1,0
3230452110,1,1
5710589000,1,0
4200251000,4,0
1880140000,1,0
5070916000,2,0
4020781000,1,0
1420207100,1,0
4901072000,1,0
2700802000,2,0
2440619000,2,0
5080450000,1,0
5590227200,1,0
3170226000,1,0
1880194000,1,0
5330748000,1,0
5151375110,1,0
4570216000,1,0
2490728000,1,0
1080244000,1,0
1920625000,1,0
5040695000,1,0
4332023000,1,0
3211174000,2,0
4620993000,2,0
0740260100,1,0
5520318000,1,0
5260337000,1,0
2821609100,1,0
4020128100,1,0
5400842000,1,0
2451904000,1,0
2450315000,2,0
3111365000,1,1
5050315000,1,0
2510123100,0,12
4200228100,1,0
3632830000,1,0
5490041000,1,0
2870326000,1,0
2820908000,1,0
2441102000,1,0
5820904000,1,0
2861077000,1,0
2110052000,1,0
4961207000,4,0
4990421000,2,0
3530427110,0,0
3600600000,2,0
5050316000,1,0
3190325000,1,0
3230495000,0,0
2500072000,1,0
2851417000,1,0
3470403000,1,0
5361645000,2,0
4920614000,2,0
3100710100,1,0
5040324000,1,0
2241213000,2,0
6700726000,1,0
4280272000,0,2
4911014000,1,0
2650132000,2,0
5730719000,1,0
3670636000,2,0
4331743000,2,0
4670708000,1,0
3170360000,1,0
2530574000,2,0
2821602100,0,0
4330604000,1,0
1760199000,1,0
2250193000,1,0
3110616100,1,0
3240947110,1,0
4180280100,1,0
6240818000,1,0
2290797000,1,0
2890098000,2,0
3522704000,1,0
5151311100,1,0
2611332000,1,0
5410674000,2,0
3220026000,2,0
5600423000,1,0
4689954000,2,0
2650230000,1,0
4950169000,0,9
2080599000,1,0
4611288000,1,0
5381021000,2,0
2811026000,1,0
3080943000,2,0
6439961111,1,0
1180220000,1,0
3291835000,1,0
6680151100,2,0
5500304000,1,0
0730185000,1,0
3090201000,2,0
4710535000,2,0
4710654000,2,0
4330904000,1,0
6690331000,1,0
1220229000,1,0
4940115000,1,0
2812619000,1,0
3860047000,2,0
3101891000,2,0
3540208000,1,0
2471309000,1,0
4970382000,4,0
2130753000,1,0
5040643000,1,0
3221296000,0,0
5521011000,1,0
5979987110,0,5
3514053000,0,0
3240703000,1,0
5280277000,1,0
5330237000,1,0
2250725000,1,0
4320363000,2,0
5069995110,0,0
4620035000,11,1
2240491000,1,0
4360040000,1,0
5580839000,1,0
2830569000,1,0
5361264000,1,0
1020134000,1,0
1700020000,1,0
1160139000,1,0
3540153000,6,0
2821502000,2,0
3111908000,2,1
3210401000,2,0
1580128000,1,0
1950012000,1,0
2700868000,1,0
3651212100,2,0
2660730000,1,0
1741107000,1,0
2240634000,1,0
1840044100,1,0
5491605000,1,0
2720321100,1,0
5410238000,1,0
1880663000,1,0
1920475000,1,0
3250611000,1,0
5130518000,1,0
5269977100,28,0
6240406000,1,0
3540278100,1,0
2660458000,1,0
4060982000,1,0
1070102000,0,0
2320551000,1,0
3130040000,2,0
3290765000,1,0
3641445000,1,0
2610871000,1,0
2479819000,1,0
2160708000,2,0
4350606000,2,0
2520302000,1,0
2881093000,1,0
2100115000,1,0
4331970000,2,0
5010238000,1,0
5001031000,2,0
2451608000,1,0
1719782000,1,0
4350644000,2,0
5580951000,1,0
5490091000,1,0
2280213100,1,0
4704018000,2,0
5120440000,1,0
4671227000,3,0
1760411100,4,0
5320454000,1,0
2430301000,1,0
2830152000,2,0
4011213100,1,0
1589999000,0,5
3190981000,1,0
3190982000,1,0
3190983000,1,0
3190984000,1,0
3190985000,1,0
0000005685,0,0
4591540000,2,0
2280808000,1,0
1420131000,1,0
1489908110,1,0
2162302000,2,0
2811606000,1,0
3460194000,2,0
1230232000,2,0
5489923100,0,1
5790113000,1,0
4350105000,1,0
5390943000,1,0
1780461110,1,0
2660327000,1,0
2470537000,1,0
2822304000,1,0
3503307000,1,0
4601371000,1,0
5410610000,2,0
6690145000,1,0
2701029000,2,0
4600851000,1,0
2810755000,1,0
5811151000,1,0
4681250000,2,0
2940260000,1,0
2880403000,1,0
1550207000,4,0
2450434000,1,0
3090305000,2,0
4060722000,2,0
1510038100,1,0
2090517100,1,0
4020008110,2,57
3891551000,1,0
4360365000,2,0
3071111000,2,0
5550056000,1,0
2890112000,1,0
3281819000,2,0
2140213200,2,0
4161137110,2,0
4911030000,1,0
5600357100,1,0
2251227000,1,0
3641324000,1,0
4591107000,2,0
4710971000,1,0
5401024200,1,0
3501828000,2,0
2251267000,1,0
3211284000,0,0
3080425100,2,0
1430647000,1,0
2810933000,2,0
3271032000,2,0
3111210000,1,0
2660057000,1,0
4720200000,1,0
5381522000,1,0
5130257000,1,0
4950136000,1,0
1440032000,1,0
1419977210,0,0
2930122000,1,0
1909916000,1,0
2710473100,8,0
2940368000,1,0
4960881000,1,0
3260144000,1,0
4070652000,1,0
4680817000,0,3
3051128100,4,0
4940083100,2,0
3242022110,1,0
3110313000,2,0
4330744000,1,0
3061129000,2,0
3870715000,2,0
5390234000,2,0
2240118100,0,2
1100221000,1,0
7160041000,1,0
5280124000,2,0
2870506000,2,0
5290897000,1,0
2290882000,1,0
4290102000,0,0
2240458000,1,0
4171310000,2,0
5340497000,1,0
3261168000,2,0
2800504000,1,0
4340427100,2,0
4990789000,1,0
2509999100,0,1
2660028000,4,0
4950215000,2,0
1719945000,2,0
3871131000,0,0
6239822100,1,0
3460144000,1,0
5490158000,2,0
2531059000,1,0
2280025000,1,0
2861092000,1,0
3600443100,8,0
1509990110,8,0
3140958100,2,0
4970320000,2,0
5380308000,1,0
5259951110,2,0
5260149000,1,0
2680572000,1,0
5340275000,1,0
1909754000,1,0
5800423100,1,0
5779946210,2,0
5390417000,1,0
2640523000,1,0
1890182110,1,0
3060207000,1,0
5390606000,1,0
3291419000,2,0
4703122100,1,0
3132105100,2,0
2530537000,2,0
3080842000,1,0
2510428000,1,0
2810956000,1,0
2780762000,1,0
3040424000,1,0
4961623000,2,0
3161116000,1,0
1780451000,1,0
3540025000,2,0
2060896000,1,0
4320238000,2,0
5500171000,1,0
5120715000,1,0
4320121000,0,0
2640934000,1,0
5100426000,1,0
5740149000,1,0
1780150000,1,0
1770602000,1,0
3271582000,0,3
2610742000,1,0
3281857000,2,0
4360285000,2,0
5350575000,1,0
5319959100,0,4
3060580000,1,0
1730071000,1,0
2291118000,1,0
3201234000,1,0
3070475000,1,0
5510101000,1,0
5261522000,0,0
2281448000,1,0
3020040000,1,0
3180045000,1,0
4703903000,1,0
3489993000,1,0
3010218000,1,0
4360055000,1,0
1391022000,2,0
2920520000,1,0
4901272000,1,0
2880511000,1,0
5580913000,1,0
1890023100,1,0
3170045000,1,0
3100122000,2,0
3290808000,1,0
6430623000,1,0
0400141000,12,0
6700609000,1,0
3650013000,4,0
4570207000,1,0
4720125000,2,0
2871169000,2,0
5390773000,1,0
3080924000,2,0
4703121000,1,0
3460503000,1,0
2290207000,1,0
3470032000,1,0
3540037000,2,0
4090345000,1,0
2920729000,1,0
3469968000,1,0
2890938000,1,0
2840306000,1,0
2880773000,1,0
2890511210,1,0
1909852000,1,0
2440613000,1,0
1930222000,0,0
3871106000,0,0
1719998000,2,0
3050091000,2,0
5031220000,2,0
5800753000,1,0
5940643000,1,0
2841902000,1,0
2440662000,1,0
3160941000,2,0
3120327000,2,0
3190301110,0,20
1510133000,1,0
4350256000,1,0
5271024000,8,0
5471097000,1,0
5000726000,1,0
4210145100,2,0
1880426000,1,0
2050440000,1,0
2740116200,0,1
2721603000,2,0
3151237000,3,0
3140427000,2,0
2110558000,1,0
0720459000,1,0
4200408200,4,0
2809977000,2,0
4601745000,3,0
4920104000,1,0
2490444000,1,0
3660316000,0,0
4200291000,1,0
5290918000,1,0
2100151100,1,0
3240640000,1,0
3491017000,1,0
4960138000,1,0
5260656000,1,0
5269934100,1,0
2100126000,1,0
2841603000,1,0
2812405000,2,0
4050545100,1,0
2290533000,1,0
5730431000,1,0
1569973120,0,1
1440022000,1,0
1450696000,1,0
5390561000,1,0
4681311000,2,0
6909988100,1,0
5530031000,1,0
5390040000,1,0
2890423000,2,0
5390020000,1,0
2120717000,1,0
2831076000,2,0
4200050000,1,0
5070955000,2,0
1910236000,1,0
5540169000,0,0
5320427000,2,0
1750511000,1,0
3070121000,2,0
3231527000,2,0
4702713000,1,0
4940419000,1,0
3230303100,1,0
5010234000,1,0
1959967000,1,0
2780712000,1,0
3020743000,1,0
3461841000,2,0
2440610000,1,0
2701106000,1,0
4061063000,1,0
1920550000,2,0
5119986000,1,0
5120498000,1,0
2250183000,1,0
0730360000,1,0
5291051000,1,0
2130452000,1,0
2479982000,1,0
2061608000,1,0
2650149000,1,0
2490577100,0,6
3101632000,1,0
5250324200,1,0
3270589000,2,0
4012092000,1,0
2920639000,1,0
2170230000,1,0
3271525000,2,0
1710557000,1,0
2540803000,1,0
5759999100,2,0
1180065000,1,0
5521571100,6,0
1140121000,1,0
5579984000,1,0
2470024000,1,0
6670185000,1,0
2700114000,2,0
2240362000,1,0
3040607000,1,0
2650136000,2,0
4180299100,0,0
3470589000,2,0
3102824000,2,0
3890883000,3,1
5360280000,1,0
5710003000,1,0
4960875000,2,0
2479959000,1,0
0720554000,1,0
4601826100,3,0
4991401100,0,15
4342203000,3,0
5050304000,1,0
4579985120,1,0
5610322000,1,0
4590190000,0,1
5381118000,0,0
4901087000,1,0
5580591000,1,0
6680141100,4,0
4961427000,1,0
2480232000,1,0
2170064000,1,0
2090685110,16,0
2630857000,1,0
3030009000,1,0
1870199000,1,0
2110305000,0,3
2630328000,1,0
2731917000,1,0
3220012100,1,0
3890931100,1,0
3680460000,1,0
4681317000,1,0
5340101110,0,1
5270506000,4,0
1410322000,4,0
2890310000,1,0
5309982000,1,0
2170158000,1,0
5410654000,1,0
2701930000,1,0
5401048000,1,0
3060113000,1,0
5070624000,2,0
2260835000,2,0
4971112000,2,3
5790148000,1,0
6230902000,2,0
3061518000,2,0
2940088000,1,0
4621517000,1,6
2671018000,2,0
2300223000,1,0
1430490000,1,0
2681307000,1,0
2430249000,1,0
4081068000,1,0
4210242000,1,0
1410270000,2,0
2822738000,2,0
5410868000,1,0
2710657000,1,0
3230519000,1,0
4591373000,2,0
2310257000,1,0
4060613000,1,0
4960335000,1,0
1169983210,1,0
2290650000,2,0
4010191000,2,0
2530642000,2,0
3481671000,1,0
4901169000,1,0
0330021000,1,0
2161802000,1,0
1880731000,1,0
4030552000,1,0
5110126000,1,0
4940317000,0,0
2450432000,2,0
5510672000,2,0
3080991000,1,0
5740209000,1,0
2630846111,3,0
3200209000,2,0
1740759000,1,0
5110181000,1,0
3210513000,1,0
4040691100,4,0
2270537000,1,0
4339998000,0,1
1719788000,1,0
3540193000,4,0
2500122000,1,0
3490505000,2,0
1890092100,1,0
4710561000,1,0
5580842000,1,0
2120818000,1,0
3900136000,0,0
6909921000,1,0
1519966200,0,0
2090126000,2,0
2890639000,2,0
4681416000,1,0
3020770000,1,0
2890375000,1,0
2801244000,1,0
4601805000,1,0
4579871000,2,0
5569986000,1,0
2850133000,2,0
4703003000,2,0
3122007100,2,0
5490872000,1,0
1920043000,1,0
4690202000,2,0
5351153000,1,0
2470623000,1,0
5700056000,1,0
3501262000,0,0
2240003000,1,0
0840015000,1,0
1040053000,1,0
4320339100,1,0
5570104000,1,0
5460442000,2,0
5390728000,2,0
2720715000,1,0
2140118100,2,0
3040354000,2,0
2230127000,2,0
3550209000,1,0
3220543000,1,0
3510209100,1,0
1719768000,1,0
5940602000,2,0
2050451000,2,0
3515001000,0,22
2860215000,2,0
1400036100,1,0
2851201000,2,0
3491734000,0,0
4693137000,1,0
5560102000,1,0
2680304000,1,0
3461861000,2,0
5490612000,1,0
4960204000,1,0
4601147000,2,0
5071009000,1,0
4061344000,1,0
5530361000,2,0
3880503100,0,10
4950228000,1,0
2281541000,0,2
2830934000,1,0
2660273000,1,0
3240171000,1,0
2070717000,1,0
6900921000,1,0
6900922000,1,0
6900923000,1,0
6900924000,1,0
6900925000,1,0
6900926000,1,0
6900927000,1,0
6900928000,1,0
6900929000,1,0
6900930000,1,0
0000005355,0,0
1770407000,1,0
2640002000,2,0
3040088000,1,0
6239939000,1,0
5301103000,1,0
4580744000,2,0
5511100000,2,0
3470088000,2,0
4961510000,2,0
2490467000,1,0
4940737000,1,1
3460031000,1,0
4961923000,2,0
2090651100,1,0
3461911000,1,0
2460213000,2,0
2251146000,1,0
6230906000,1,0
5041008000,1,0
2530959000,1,0
3040152000,1,0
3502026100,2,0
2061649000,2,0
5730419000,1,0
2470549000,1,0
4702518000,2,0
1239988130,2,0
5939974000,1,0
2100559000,1,0
3521809110,0,0
4701622000,1,0
5261332000,24,0
2510500000,1,0
3101936110,0,0
2720709000,1,0
5550051000,1,0
4050604000,1,0
5110195000,1,0
3632478100,2,0
2130315000,1,0
5120130000,1,0
2870621000,0,3
5730330000,1,0
4920298000,1,0
3461888000,2,0
5350654000,1,0
3080805000,1,0
2110524000,1,0
1710329000,2,0
4180158000,1,0
5530153000,1,0
1719653000,1,0
1150060000,1,0
2611330000,1,0
5110442000,1,0
2660297000,1,0
3101627000,2,0
5971004000,2,0
3050954000,1,0
2640876000,1,0
2070107000,1,0
4591227000,1,0
6441724000,2,0
3480472000,2,0
2851111000,0,0
3071105000,2,0
2480650000,1,0
1809987200,1,0
3090121000,0,0
2940250000,1,0
4190349000,1,0
5580414000,1,0
2251078000,1,0
3170155000,1,0
5810514000,2,0
4590758000,2,0
3560239110,0,6
3490271000,0,0
5030947000,1,0
6430901000,1,0
3670221000,2,0
4691437000,3,0
1710428000,1,0
3111898100,0,0
3921736000,0,0
1391502100,2,0
3212016000,1,0
3140849000,4,0
4690682000,2,0
6680611000,1,0
1750038000,1,0
2750133000,6,0
3060762000,1,0
5140906000,1,0
3060805000,1,0
1740132000,1,0
4691727000,4,0
0310510000,0,0
1160061000,1,0
4710174200,0,1
2650066000,1,0
0430491000,1,0
0430492000,1,0
0430493000,1,0
0430494000,1,0
0430495000,1,0
0430496000,1,0
0430497000,1,0
0430498000,1,0
0430499000,1,0
0430500000,1,0
0430501000,1,0
0430502000,1,0
0430503000,1,0
0430504000,1,0
0430505000,1,0
0430506000,1,0
0430507000,1,0
0430508000,1,0
0430509000,1,0
0430510000,1,0
0430511000,1,0
0430512000,1,0
0430513000,1,0
0430514000,1,0
0430515000,1,0
0430516000,1,0
0430517000,1,0
0430518000,1,0
0430519000,1,0
0430520000,1,0
0430521000,1,0
0430522000,1,0
0430523000,1,0
0430524000,1,0
0430525000,1,0
0430526000,1,0
0430527000,1,0
0430528000,1,0
0430529000,1,0
0430530000,1,0
0430531000,1,0
0430532000,1,0
0430533000,1,0
0430534000,1,0
0430535000,1,0
0430536000,1,0
0430537000,1,0
0430538000,1,0
0430539000,1,0
0430540000,1,0
0430541000,1,0
0430542000,1,0
0430543000,1,0
0430544000,1,0
0430545000,1,0
0430546000,1,0
0430547000,1,0
0430548000,1,0
0430549000,1,0
0430550000,1,0
0430551000,1,0
0430552000,1,0
0430553000,1,0
0430554000,1,0
0430555000,1,0
0430556000,1,0
0430557000,1,0
0430558000,1,0
0430559000,1,0
0430560000,1,0
0430561000,1,0
0430562000,1,0
0430563000,1,0
0430564000,1,0
0430565000,1,0
0430566000,1,0
0430567000,1,0
0430568000,1,0
0430569000,1,0
0430570000,1,0
0430571000,1,0
0430572000,1,0
0430573000,1,0
0430574000,1,0
0000005069,0,0
4090321000,1,0
2290499000,2,0
2830176000,2,0
3540686000,1,0
3861030100,1,0
5301219000,1,0
2860956000,1,0
2189981000,0,0
5050709000,1,0
2880823000,1,0
3100167000,1,0
3480410120,1,0
1390891000,1,0
2710821000,1,0
3070469000,2,0
4010053000,4,0
2440456000,1,0
2940268000,1,0
4580402000,1,0
5350573000,1,0
2450555000,2,0
4670610000,4,0
4691723100,2,0
1410132000,1,0
2070180000,2,0
3271348000,1,0
3461220000,1,0
5340593000,1,0
6240105000,2,0
4331853000,2,0
4050154000,2,0
0770103000,0,1
1159980110,0,0
1920760000,2,0
3121909100,0,0
3550447000,2,4
5040462000,2,0
5590129000,1,0
2490121100,1,0
0729999120,0,0
5580847000,1,0
2871320000,1,0
3130221000,2,0
2479937000,2,0
1840169000,1,0
1460181000,1,0
3540173000,3,0
2640142000,0,1
4050163000,1,0
4342107000,2,0
2500803000,4,0
1719811000,2,0
5521349000,1,0
2249990100,12,0
3512680000,3,0
2450405000,1,0
3060250000,1,0
2930773000,1,0
5031105000,1,0
2170109000,1,0
2260585000,1,0
3061110000,2,0
4591038112,0,8
5280756000,1,0
2460114000,1,0
2490782000,1,0
3060540000,2,0
3200814000,2,0
3271014000,1,0
3850774000,1,0
5519970000,1,0
3880206100,1,0
2250099000,2,0
3251025000,2,0
4200110110,0,0
2670387000,2,0
1719832000,1,0
2659994000,2,0
3020819000,1,0
4360459000,1,0
3643198000,1,0
1741031000,2,0
1940515000,1,0
2680114000,2,0
2650008000,1,0
5790006100,0,1
5380814000,2,0
2530649000,1,0
0829994000,0,0
5819946100,1,0
2870130000,1,0
1690023000,1,0
3101932000,3,0
4351333000,4,0
4920504000,1,0
1520706000,1,0
5821245000,1,0
2130516000,1,0
3020190000,2,0
3530388100,2,0
6899990310,0,0
0420113000,0,0
3550144100,81,0
2230616000,1,0
5800088000,2,0
2721619000,0,0
5810509000,1,0
2270206000,1,0
2851435000,2,0
4690117000,1,0
3040422000,1,0
2290929000,1,0
4589998000,1,0
1780459100,1,0
3120143000,1,0
3491301000,0,0
4970119000,2,0
5030648000,1,0
1230102000,1,0
3160317000,2,0
4901218000,1,0
3271634000,0,0
3490824000,2,0
3540785000,4,0
5390925000,1,0
4060902000,1,0
2810817000,2,0
2790533000,2,0
3480313100,3,0
1080263000,1,0
2120403000,1,0
2722754000,1,0
3290404000,4,0
0400275000,0,0
0770052000,1,0
3530552000,1,0
6670186000,1,0
0400006000,2,0
3641313000,2,0
4940012000,2,0
2851813000,1,0
4579947000,2,0
3020860000,1,0
3600483000,42,0
1210011000,1,0
5080002000,1,1
5320267000,1,0
1439994114,2,0
1770061000,1,0
2120472100,1,0
2640067000,1,0
6449957110,1,0
3020618000,1,0
2930648000,1,0
4971259000,0,3
5810324000,1,0
2500907000,2,0
4050726100,1,0
4351422000,1,0
3180185000,0,0
4701006000,2,0
2800216000,1,0
1501902000,1,0
2720334000,0,0
4581605000,1,0
3460831000,1,0
5020237000,1,0
2810648000,2,0
1950336000,2,0
4720171000,2,0
3470505000,1,0
3881721000,1,0
5520113000,2,0
4580814000,1,0
4200057000,1,0
2830415000,2,0
3281031000,1,0
0739998100,1,0
3231179100,2,0
5330928000,1,0
2241140000,1,0
2891014000,2,0
2261084000,1,0
2100109000,1,0
0730365000,1,0
5700011000,1,0
5350646000,2,0
1840223000,1,0
3650643000,0,0
4620136000,1,0
2712435000,1,0
2940293000,1,0
1700660200,1,0
2821620000,0,0
3190454000,1,0
4200304000,1,0
4351322000,1,0
4270104100,0,3
5970621000,1,2
5121006000,1,0
5060101000,0,0
2822851000,1,0
5470151000,1,0
2930511000,1,0
2090626000,1,0
2250155000,1,0
5070847000,2,0
5540022100,2,0
4310902110,7,11
2630855000,1,0
2701313000,1,0
5390909000,1,0
1850258000,2,0
2480152100,1,0
4030349000,1,0
6440610000,1,0
2870524000,2,0
5390405000,2,0
1391462000,0,0
0840218000,1,0
2260698000,1,0
4330123000,2,0
5730851000,1,0
2660106000,1,0
5580961000,2,0
1950078000,1,0
4030539000,1,0
3550110000,2,0
4710926100,2,0
4190335000,2,0
4310616000,0,2
3660506000,2,0
4590941000,1,0
4280451000,2,0
3070262000,2,0
5380105100,1,0
2921025000,1,0
4990422000,2,0
5600250000,1,0
6240305000,1,0
1430232000,1,0
1700616000,2,0
1820282000,0,3
3111319100,2,0
5611741000,1,0
5350667000,2,0
4990205100,0,1
6889985121,0,2
4350645000,2,0
3850608100,0,1
5740309000,8,0
1870818000,1,0
3271801000,38,0
3290502000,1,0
5320317000,1,0
0350043100,0,0
4351364000,2,0
5800579000,1,0
2509993000,6,0
5340582000,1,0
3080679000,1,0
3140212000,3,0
2680204000,2,0
2630713000,1,0
2810804000,1,0
3610926111,0,0
5401418000,1,0
4981001100,0,0
1901906000,1,0
3120138000,0,0
3060523000,2,0
4601063100,20,0
3850617000,2,0
3160736000,2,0
2500213000,1,0
2870747000,2,0
4330008000,2,0
5611711000,1,0
1770032000,2,0
2300045000,4,0
2140603100,4,0
3661616000,3,0
5251432000,1,0
1499985000,1,0
1200030000,1,0
3633236000,0,0
3190741000,2,0
5100119200,0,9
3060201000,0,0
2060661000,1,0
1800384000,1,0
2310490000,0,1
3160923000,2,0
2930426000,1,0
3970132000,0,601
3642921100,2,0
4990044100,1,0
5810020000,2,0
3201225000,6,0
1430243000,1,0
2270429000,1,0
2060601100,0,0
2630744000,1,0
3271048000,2,0
3291308000,7,0
5000254000,1,0
5100360000,1,0
2260358000,1,0
2671021000,2,0
1380028000,1,0
3502409000,1,0
3541766000,0,0
0840296000,1,0
2060900000,1,0
5490835000,1,0
6890206000,1,0
4580443100,1,0
4340489000,4,0
4341719000,1,0
3050520000,1,2
3461515000,2,0
2299879000,1,0
2090365000,1,0
1750315000,1,0
2880997000,1,0
6431401000,1,0
5940916000,1,0
1150151000,1,0
2110878000,1,0
2630813000,1,0
3051216000,1,0
2110848000,1,0
2611134000,1,0
3070483000,2,0
2480439000,1,0
2251095100,1,0
1910106000,1,0
1740330000,2,0
2320441000,1,0
4601519000,1,0
5290406000,1,0
3050014000,1,0
3960251000,0,395
4350206000,2,0
5120115000,1,0
5020068000,1,0
5700353000,1,0
2731208000,2,0
3861103120,0,0
3230023000,2,0
3102116000,2,0
2250757000,1,0
2530820000,2,0
5959878112,1,0
1860109000,1,0
5110108000,1,0
2230800000,1,0
5950610000,1,0
6670303000,1,0
2260814000,1,0
3140005110,1,1
1410821100,0,10
3921957100,0,0
4693005000,2,0
5361260000,2,0
6239985000,1,0
2611107000,1,0
1960011100,1,0
1391033000,2,0
1760447000,1,0
2269991100,1,0
2501033000,2,0
2940297000,1,0
2940319000,1,0
3190613000,2,0
3291439000,1,0
4621196000,3,0
6900060110,1,0
4601364000,1,0
3160335000,2,0
5410696000,1,0
3112106000,0,0
3540522100,1,0
3920919111,0,11
2890139000,1,0
3210627000,0,2
2510333000,2,0
2480254100,2,0
1410271000,2,0
2852243000,0,0
2631045000,1,0
5590358000,1,0
3670637000,2,0
1890178000,1,0
2630249000,1,0
1859975100,0,2
5020085000,1,0
4010709000,1,0
1480103000,1,0
4891259000,1,0
3280763000,1,0
3250117000,1,0
5140370000,1,0
6680626000,2,0
5040016000,2,0
2450118000,2,0
3070082100,2,0
4190341100,0,0
5080242000,1,0
5270614000,1,0
3071237000,1,0
1420122000,1,0
3632654000,7,0
1870036000,1,0
5330724000,2,0
2520265000,1,0
3330102000,4,0
4621000000,1,0
5330410000,1,0
5570114000,1,0
3660736000,13,0
1501901000,1,0
4991902000,14,0
2851654000,0,0
2849999000,0,0
1379864100,0,2
1160088000,1,0
1920456000,2,0
3170003000,1,0
2251228000,1,0
1430824000,2,0
3501374100,0,0
5511223000,2,0
6680075000,1,0
3281911100,0,0
4940167000,2,0
2130427000,1,0
4950271000,2,0
5291504000,1,0
5260609000,1,0
2260931000,2,0
2050196000,1,0
4050165000,1,0
2080211100,0,0
2130375000,1,0
3150449000,2,0
5491305000,1,0
0840084000,1,0
3030540000,1,0
3249826100,0,0
3111890000,0,1
2110697000,1,0
3170095000,1,0
3190555000,2,0
5320351000,1,0
3280346000,2,0
1880101000,1,0
2081105000,1,0
4200347100,1,0
1430720000,1,0
2800815000,2,0
3881412000,3,0
2110646000,1,0
2251101000,1,0
3620238000,1,0
1740109000,2,0
5969944000,0,0
2821526110,2,0
1920357000,2,0
5800958000,1,0
1850539000,4,0
2880608000,2,0
3461428000,2,0
5251431000,1,0
2790173000,1,0
2280289000,2,0
3100555000,2,0
2670413000,1,0
3632666000,2,0
4899862000,1,0
3080518000,1,0
6890281000,1,0
2460170000,1,0
2670903000,1,0
1029999127,0,1
3280602000,2,0
5050789000,1,0
1020559000,1,0
3860610000,2,0
3109942000,0,0
2831238000,2,0
1070006000,1,0
4940409000,1,0
2479928000,1,0
5560097000,1,0
5320253000,1,0
3170175000,1,0
5070508000,2,0
3660408000,2,0
5520515000,1,0
2240927000,2,0
2890955000,2,0
1719595000,1,0
2610846000,1,0
5580583000,1,0
3050608000,1,0
2530507000,2,0
3180056000,1,0
2291312000,1,0
4040782000,0,3
3480447000,0,0
3540796000,2,0
4340208000,4,0
4610120000,2,0
5260219000,1,0
5510944000,1,0
2871911000,1,0
4190057000,2,0
7160124000,1,0
1420106100,8,0
5970523000,1,0
2140302000,1,0
4590732000,1,0
2430611000,1,0
3121592000,0,0
3221067000,0,0
5471011000,2,0
6909846000,1,0
1909765120,2,0
2810904000,2,0
3680603000,2,1
5779953200,1,0
3030202000,1,0
1080222000,1,0
1430690000,1,0
2731751113,0,1
3561413000,0,1
2851613000,1,0
4180465000,1,0
4339967000,1,0
5800100000,1,0
4000057000,1,0
3980573112,0,0
4710308000,2,0
5070625000,2,0
2731558000,1,0
2470822000,1,0
1710457000,1,0
1220242100,1,0
1840111000,1,0
2851203000,0,0
4590133000,1,0
4702230000,2,0
2280101000,1,0
5260664000,1,0
3503812000,1,0
5470315000,1,0
5270108000,1,0
3280032000,1,0
3881630000,1,0
4350229000,2,0
1760271100,1,0
1760141100,1,0
1710001000,2,0
3631512115,0,1
