wdfi_address_raw,wdfi_address,standardized
"7813 W PUETZ RD, FRANKLIN, WI 53132","7813 PUETZ RD, FRANKLIN, WI 53132",TRUE
"7824 W CUSTER AVE, MILWAUKEE, WI 53218","7824 CUSTER AVE, MILWAUKEE, WI 53218",TRUE
"7826 W FLORIST AVE, MILWAUKEE, WI 53218-1740","7826 FLORIST AVE, MILWAUKEE, WI 53218",TRUE
"7914 W FIEBRANTZ AVE, MILWAUKEE, WI 53222","7914 FIEBRANTZ AVE, MILWAUKEE, WI 53222",TRUE
"7940 WHITE PETAL CT, NEENAH, WI 54956-9675","7940 WHITE PETAL CT, NEENAH, WI 54956",TRUE
"7946 N. FAIRCHILD RD, FOX POINT, WI 53217","7946 FAIRCHILD RD, MILWAUKEE, WI 53217",TRUE
"7990 STONE CREEK WAY, CALEDONIA, WI 53108-9418","7990 STONE CREEK WAY, CALEDONIA, WI 53108",FALSE
"8 THE GREEN, STE B, DOVER, DE 19901","8 CROWN CIR, STE B, DOVER, DE 19901",TRUE
"8/25 HDUVDEVAN ST., 16, KIRYAT ONO, ISRAEL, ???? 551050","8/25 HDUVDEVAN ST., 16, KIRYAT ONO, ISRAEL, ???? 55105",FALSE
"8018  W CAPITOL DR, FL 2, MILWAUKEE, WI 53222","8018 CAPITOL DR, FL 2, MILWAUKEE, WI 53222",TRUE
"8018 W CAPITOL DR 2ND FLOOR, MILWAUKEE, WI 53222-1906","8018 CAPITOL DR, FL 2, MILWAUKEE, WI 53222",TRUE
"802 N. PINYON CT., HARTLAND, WI 53029","802 PINYON CT, HARTLAND, WI 53029",TRUE
"8020 EXCELSIOR DRIVE SUITE 200, MADISON, WI 53717","8020 EXCELSIOR DR, STE 200, MADISON, WI 53717",TRUE
"808 ANDOVER DRIVE, EAGLE, WI 53119","808 ANDOVER DR, EAGLE, WI 53119",TRUE
"808 Andover Drive, Eagle, WI 53119","808 ANDOVER DR, EAGLE, WI 53119",TRUE
"812 EAST STATE STREET, 812 EAST STATE STREET, MILWAUKEE, WI 53202","812 STATE ST 812, MILWAUKEE, WI 53202",TRUE
"813 W LAYTON AVE, UNIT 13337, MILWAUKEE, WI 53221","813 LAYTON AVE, UNIT 13337, MILWAUKEE, WI 53221",TRUE
"8200 N TEUTONIA AVE, BROWN DEER, WI 53209","8200 TEUTONIA AVE, MILWAUKEE, WI 53209",TRUE
"8200 N TEUTONIA AVE, BROWN DEER, WI 53209-1517","8200 TEUTONIA AVE, MILWAUKEE, WI 53209",TRUE
"830 N 15TH ST, MILWAUKEE, WI 53233","830 15TH ST, MILWAUKEE, WI 53233",TRUE
"8309 S 68TH ST, FRANKLIN, WI 53132-9186","8309 68TH ST, FRANKLIN, WI 53132",TRUE
"833 E. MICHIGAN STREET, SUITE 1800, MILWAUKEE, WI 53202","833 MICHIGAN ST, STE 1800, MILWAUKEE, WI 53202",TRUE
"84 W 21ST ST, RIVIERA BEACH, FL 33404","84 21ST ST, WEST PALM BEACH, FL 33404",TRUE
"845 S MAIN ST, STE 100, FOND DU LAC, WI 54935","845 MAIN ST, STE 100, FOND DU LAC, WI 54935",TRUE
"8500 W CAPITOL DR, STE 202, MILWAUKEE, WI 53222-1869","8500 CAPITOL DR, STE 202, MILWAUKEE, WI 53222",TRUE
"8500 W Capitol Dr, Ste 202, Milwaukee, WI 53222-1869","8500 CAPITOL DR, STE 202, MILWAUKEE, WI 53222",TRUE
"8505 W CASCADE OAKS CT, P.O. BOX 320872, FRANKLIN, WI 53132-8530","8505 CASCADE OAKS CT 320872, FRANKLIN, WI 53132",TRUE
"8519 W APPLETON AVE, MILWAUKEE, WI 53225-4226","8519 APPLETON AVE, MILWAUKEE, WI 53225",TRUE
"8616 N SENECA RD, MILWAUKEE, WI 53217","8616 SENECA RD, MILWAUKEE, WI 53217",TRUE
"8636R W. NATIONAL AVENUE, WEST ALLIS, WI 53227","8636 NATIONAL AVE, MILWAUKEE, WI 53227",TRUE
"8641 N SERVITE DR #208, MILWAUKEE, WI 53223","8641 SERVITE DR, UNIT 208, MILWAUKEE, WI 53223",TRUE
"8641 N SERVITE DR #208, MILWAUKEE, WISCONSIN 53223","8641 SERVITE DR, UNIT 208, MILWAUKEE, WI 53223",TRUE
"8641 N SERVITE DR, UNIT 208, MILWAUKEE, WI 53223","8641 SERVITE DR, UNIT 208, MILWAUKEE, WI 53223",TRUE
"870 TAFT TER, HARTFORD, WI 53027","870 TAFT TER, HARTFORD, WI 53027",TRUE
"8720 S 13TH ST, OAK CREEK, WI 53154-3700","8720 13TH ST, OAK CREEK, WI 53154",TRUE
"8721 FOLEY RD, RACINE, WI 53402-9759","8721 FOLEY RD, CALEDONIA, WI 53402",TRUE
"8796 W CALLAWAY CT, FRANKLIN, WI 53132-1981","8796 CALLAWAY CT, FRANKLIN, WI 53132",TRUE
"8975 223RD CT., SALEM, WI 53168","8975 223RD CT, SALEM, WI 53168",TRUE
"9001 N WHITE OAK LN, BAYSIDE, WI 53217-1651","9001 WHITE OAK LN, MILWAUKEE, WI 53217",TRUE
"911 N 37TH ST, MILWAUKEE, WI 53208","911 37TH ST, MILWAUKEE, WI 53208",TRUE
"911 N. STUDEBAKER RD., LONG BEACH, CALIFORNIA 90815","911 STUDEBAKER RD, LONG BEACH, CA 90815",TRUE
"912 S 76TH ST, WEST ALLIS, WI 53214","912 76TH ST, MILWAUKEE, WI 53214",TRUE
"912 S 76TH ST, WEST ALLIS, WI 53214-3027","912 76TH ST, MILWAUKEE, WI 53214",TRUE
"9201 W LISBON AVE, MILWAUKEE, WI 53222-2523","9201 LISBON AVE, MILWAUKEE, WI 53222",TRUE
"9205 W CENTER ST, STE 211, MILWAUKEE, WI 53222","9205 CENTER ST, STE 211, MILWAUKEE, WI 53222",TRUE
"9238 S WILD BERRY WAY, FRANKLIN, WI 53132","9238 WILDBERRY WAY, FRANKLIN, WI 53132",TRUE
"9257 W ELM CT, UNIT G, FRANKLIN, WI 53132","9257 ELM CT, UNIT G, FRANKLIN, WI 53132",TRUE
"9280 N BROADMOOR RD, BAYSIDE, WI 53217","9280 BROADMOOR RD, MILWAUKEE, WI 53217",TRUE
"9280 N Broadmoor Rd, Bayside, WI 53217","9280 BROADMOOR RD, MILWAUKEE, WI 53217",TRUE
"929 NORTH 17TH ST. OFC, MILWAUKEE, WI 53233","929 17TH ST, MILWAUKEE, WI 53233",TRUE
"929 NORTH 17TH STREET OFC, MILWAUKEE, WI 53233","929 17TH ST, MILWAUKEE, WI 53233",TRUE
"9326 TWIN TRAILS DR, UNIT 105, SAN DIEGO, CA 92129-2679","9326 TWIN TRAILS DR, UNIT 105, SAN DIEGO, CA 92129",TRUE
"9340 FLORENCE DR, STURTEVANT, WI 53177-1944","9340 FLORENCE DR, STURTEVANT, WI 53177",TRUE
"936 BETHANNE PL, ONALASKA, WI 54650","936 BETHANNE PL, ONALASKA, WI 54650",TRUE
"9441 N REGENT CT, MILWAUKEE, WI 53217-1363","9441 REGENT CT, MILWAUKEE, WI 53217",TRUE
"9500 N GREEN BAY RD, APT 205, BROWN DEER, WI 53209-1047","9500 GREEN BAY RD, APT 205, MILWAUKEE, WI 53209",TRUE
"9630 W VAN BECK AVE, GREENFIELD, WI 53228","9630 VAN BECK AVE, MILWAUKEE, WI 53228",TRUE
"9644 N RIVER RD, MEQUON, WI 53092","9644 RIVER RD, MEQUON, WI 53092",TRUE
"9713 W VERA AVE, MILWAUKEE, WI 53224-4661","9713 VERA AVE, MILWAUKEE, WI 53224",TRUE
"9713 W. VERA AVE, MILWAUKEE, WI 53224","9713 VERA AVE, MILWAUKEE, WI 53224",TRUE
"9740 W TOWER AVE, MILWAUKEE, WI 53224-2941","9740 TOWER AVE, MILWAUKEE, WI 53224",TRUE
"9783 W PRAIRIE GRASS WAY, FRANKLIN, WI 53132-7201","9783 PRAIRIE GRASS WAY, FRANKLIN, WI 53132",TRUE
"9783 W. PRAIRIE GRASS WAY, FRANKLIN, WI 53132-7201","9783 PRAIRIE GRASS WAY, FRANKLIN, WI 53132",TRUE
"9900 S NICHOLSON RD, OAK CREEK, WI 53154","9900 NICHOLSON RD, OAK CREEK, WI 53154",TRUE
"9900 S NICHOLSON RD, S NICHOLSON RD, OAK CREEK, WI 53154","9900 NICHOLSON RD, OAK CREEK, WI 53154",TRUE
"9921 CARMEL MOUNTAIN ROAD, STE. 132, SAN DIEGO, CALIFORNIA 92129","9921 CARMEL MOUNTAIN RD, STE 132, SAN DIEGO, CA 92129",TRUE
"HAYAIN 30 ST., BINYAMINA, ISRAEL 30500","HAYAIN 30 ST., BINYAMINA, ISRAEL 30500",FALSE
"HOUSING AUTHORIITY OF THE CITY OF MILWAUKEE, 809 N BROADWAY, 3RD FL, MILWAUKEE, WI 53202-3617","HOUSING AUTHORIITY OF THE CITY OF MILWAUKEE, 809 N BROADWAY, 3RD FL, MILWAUKEE, WI 53202",FALSE
"JANKE PROPERTIES LLC, 604 KREUTZER STREET, ATHENS, WI 54411-9781","604 KREUTZER ST, ATHENS, WI 54411",TRUE
"JIM-BERN COMPANY, LLC, 1336 W TOWNE SQUARE ROAD, MEQUON, WI 53092","1336 TOWNE SQUARE RD, MEQUON, WI 53092",TRUE
"N116W15909 MAIN ST, GERMANTOWN, WI 53022","N116W15909 MAIN ST, GERMANTOWN, WI 53022",TRUE
"N20 W29538 E GLEN COVE RD, PEWAUKEE, WI 53072","N20W29538 GLEN COVE RD, PEWAUKEE, WI 53072",TRUE
"N2366 TRAILS END RD, LODI, WI 53555-9303","N2366 TRAILS END RD, LODI, WI 53555",TRUE
"N30W22377 GREEN RD., STE. A, WAUKESHA, WI 53186","N30W22377 GREEN RD, STE A, WAUKESHA, WI 53186",TRUE
"N37W26849 KOPMEIER DR., PEWAUKEE, WI 53072","N37W26849 KOPMEIER DR, PEWAUKEE, WI 53072",TRUE
"N38W7588 GREYSTONE CT., CEDARBURG, WI 53012","N38W7588 GREYSTONE CT, CEDARBURG, WI 53012",TRUE
"N38W7588 Greystone Ct., Cedarburg, wi 53012","N38W7588 GREYSTONE CT, CEDARBURG, WI 53012",TRUE
"N47 W27184 GREENHILL DRIVE, PEWAUKEE, WISCONSIN 53072","N47W27184 GREENHILL DR, PEWAUKEE, WI 53072",TRUE
"N53W16615 WHITETAIL RUN, MENOMONEE FALLS, WI 53051","N53W16615 WHITETAIL RUN, MENOMONEE FALLS, WI 53051",TRUE
"N54W27923 SUTTON CT, SUSSEX, WI 53089","N54W27923 SUTTON CT, SUSSEX, WI 53089",TRUE
"N719 ROCK LN, CHETEK, WI 54728-9461","N719 ROCK LN, CHETEK, WI 54728",TRUE
"N72W12922 GOOD HOPE RD, MENOMONEE FALLS, WI 53051","N72W12922 GOOD HOPE RD, MENOMONEE FALLS, WI 53051",TRUE
"N80W15039 APPLETON AVE, APT 203, MENOMONEE FALLS, WI 53051-3883","80 APPLETON AVE, APT 203, MENOMONEE FALLS, WI 53051",TRUE
"N87W15735 BELLEVIEW BLVD, MENOMONEE FALLS, WI 53051-2905","N87W15735 BELLEVIEW BLVD, MENOMONEE FALLS, WI 53051",TRUE
"P O BOX 242363, MILWAUKEE, WI 53224","PO BOX 242363, MILWAUKEE, WI 53224",FALSE
"P.O. BOX 170495, MILWAUKEE, WI 53217","PO BOX 170495, MILWAUKEE, WI 53217",FALSE
"P.O. BOX 170615, MILWAUKEE, WI 53217","PO BOX 170615, MILWAUKEE, WI 53217",FALSE
"P.O. BOX 87, STOUGHTON, WI 53589","PO BOX 87, STOUGHTON, WI 53589",FALSE
"P.O. BOX 892, MILWAUKEE, WI 53201","PO BOX 892, MILWAUKEE, WI 53201",FALSE
"PO 157, WALES, WI 53183","PO 157, WALES, WI 53183",FALSE
"PO BOX 111, ROCHESTER, WI 53167","PO BOX 111, ROCHESTER, WI 53167",FALSE
"PO BOX 13342, MILWAUKEE, WI 53226","PO BOX 13342, MILWAUKEE, WI 53226",FALSE
"PO BOX 1605, CHAMPAIGN, IL 61824","PO BOX 1605, CHAMPAIGN, IL 61824",FALSE
"PO BOX 163, JANESVILLE, WI 53547-0163","PO BOX 163, JANESVILLE, WI 53547",FALSE
"PO BOX 170887, MILWAUKEE, WI 53217","PO BOX 170887, MILWAUKEE, WI 53217",FALSE
"PO BOX 177  14 MAIN ST., MONTELLO, WI 53949","PO BOX 177  14 MAIN ST., MONTELLO, WI 53949",FALSE
"PO BOX 1867, MILWAUKEE, WI 53201","PO BOX 1867, MILWAUKEE, WI 53201",FALSE
"PO BOX 1940, WAUKESHA, WI 53187","PO BOX 1940, WAUKESHA, WI 53187",FALSE
"PO BOX 20678, MILWAUKEE, WI 53220-0678","PO BOX 20678, MILWAUKEE, WI 53220",FALSE
"PO BOX 211, MENOMONEE FALLS, WI 53052","PO BOX 211, MENOMONEE FALLS, WI 53052",FALSE
"PO BOX 224, BUTLER, WI 53007","PO BOX 224, BUTLER, WI 53007",FALSE
"PO BOX 241970, MILWAUKEE, WI 53224","PO BOX 241970, MILWAUKEE, WI 53224",FALSE
"PO BOX 250287, MILWAUKEE, WI 53225","PO BOX 250287, MILWAUKEE, WI 53225",FALSE
"PO BOX 320172, FRANKLIN, WI 53132","PO BOX 320172, FRANKLIN, WI 53132",FALSE
"PO BOX 320172, FRANKLIN, WI 53132-6021","PO BOX 320172, FRANKLIN, WI 53132",FALSE
"PO BOX 342087, MILWAUKEE, WI 53234-2087","PO BOX 342087, MILWAUKEE, WI 53234",FALSE
"PO BOX 43, OAK CREEK, WI 53154","PO BOX 43, OAK CREEK, WI 53154",FALSE
"PO BOX 511037, MILWAUKEE, WI 53203","PO BOX 511037, MILWAUKEE, WI 53203",FALSE
"PO BOX 511714, MILWAUKEE, WI 53203","PO BOX 511714, MILWAUKEE, WI 53203",FALSE
"PO BOX 554, MERTON, WI 53056-0554","PO BOX 554, MERTON, WI 53056",FALSE
"PO BOX 72045, MILWAUKEE, WI 53212","PO BOX 72045, MILWAUKEE, WI 53212",FALSE
"S23W22852 HINSDALE RD., WAUKESHA, WI 53186","S23W22852 HINSDALE RD, WAUKESHA, WI 53186",TRUE
"S52W25487 POPPY FIELDS RD, WAUKESHA, WI 53189","S52W25487 POPPY FIELDS RD, WAUKESHA, WI 53189",TRUE
"S64W22890 GARRETT DR, WAUKESHA, WI 53189","S64W22890 GARRETT DR, WAUKESHA, WI 53189",TRUE
"S64W22890 Garrett Dr, Waukesha, WI 53189","S64W22890 GARRETT DR, WAUKESHA, WI 53189",TRUE
"S69W18005 MUSKEGO DR, MUSKEGO, WI 53150-8528","S69W18005 MUSKEGO DR, MUSKEGO, WI 53150",TRUE
"S74W16860 JANESVILLE RD, UNIT 452, MUSKEGO, WI 53150","74 JANESVILLE RD, UNIT 452, MUSKEGO, WI 53150",TRUE
"S74W16860 JANESVILLE RD, UNIT 452, MUSKEGO, WI 53150-1508","74 JANESVILLE RD, UNIT 452, MUSKEGO, WI 53150",TRUE
"S76W16826 DEER CREEK COURT MUSKEGO WI, MUSKEGO, WI 53150","S76W16826 DEER CREEK CT, MUSKEGO, WI 53150",TRUE
"S79W15907 AUD MAR DRIVE, MUSKEGO, WI 53150","S79W15907 AUD MAR DR, MUSKEGO, WI 53150",TRUE
"S90W34615 WHITETAIL DR., EAGLE, WI 53119","S90W34615 WHITETAIL DR, EAGLE, WI 53119",TRUE
"W145N7140 NORTHWOOD DR, MENOMONEE FALLS, WI 53051","W145N7140 NORTHWOOD DR, MENOMONEE FALLS, WI 53051",TRUE
"W150 N7283 WOOD VIEW DR, MENOMONEE FALLS, WI 53051","W150N7283 WOOD VIEW DR, MENOMONEE FALLS, WI 53051",TRUE
"W156 N11048 PILGRIM RD, GERMANTOWN, WI 53022","W156N11048 PILGRIM RD, GERMANTOWN, WI 53022",TRUE
"W156N11048 PILGRIM RD, GERMANTOWN, WI 53022","W156N11048 PILGRIM RD, GERMANTOWN, WI 53022",TRUE
"W156N11048 PILGRIM ROAD, GERMANTOWN, WI 53022","W156N11048 PILGRIM RD, GERMANTOWN, WI 53022",TRUE
"W156N11301 PILGRIM RD UNIT 276, GERMANTOWN, WI 53022","W156N11301 PILGRIM RD, UNIT 276, GERMANTOWN, WI 53022",TRUE
"W156N11301 PILGRIM RD, UNIT 256, GERMANTOWN, WI 53022","W156N11301 PILGRIM RD, UNIT 256, GERMANTOWN, WI 53022",TRUE
"W156N11301 Pilgrim Rd Unit 276, Germantown, WI 53022","W156N11301 PILGRIM RD, UNIT 276, GERMANTOWN, WI 53022",TRUE
"W156N5188 PILGRIM ROAD, MENOMONEE FALLS, WI 53051","W156N5188 PILGRIM RD, MENOMONEE FALLS, WI 53051",TRUE
"W1605 COUNTY ROAD P, IXONIA, WI 53036","W1605 COUNTY RD P, IXONIA, WI 53036",TRUE
"W1605 COUNTY ROAD P, IXONIA, WI 53036-9735","W1605 COUNTY RD P, IXONIA, WI 53036",TRUE
"W162N4914 GRAYSLAND DR., MENOMONEE FALLS, WI 53051","W162N4914 GRAYSLAND DR, MENOMONEE FALLS, WI 53051",TRUE
"W162S6808 HACKBERRY HILL CT, MUSKEGO, WI 53150","W162S6808 HACKBERRY HILL CT, MUSKEGO, WI 53150",TRUE
"W170S7367 PARKLAND DR, MUSKEGO, WI 53150-9401","W170S7367 PARKLAND DR, MUSKEGO, WI 53150",TRUE
"W1969 COUNTY ROAD N, RUBICON, WI 53078","W1969 COUNTY RD, RUBICON, WI 53078",TRUE
"W225S7990 GUTHRIE DR, BIG BEND, WI 53103","W225S7990 GUTHRIE DR, BIG BEND, WI 53103",TRUE
"W230N7076 CANYON MEADOWS CT, SUSSEX, WI 53089-3299","W230N7076 CANYON MEADOWS CT, SUSSEX, WI 53089",TRUE
"W243N2700 Creekside Ct, Pewaukee, WI 53072","W243N2700 CREEKSIDE CT, PEWAUKEE, WI 53072",TRUE
"W249N7958 HILLSIDE RD, SUSSEX, WI 53089-1944","W249N7958 HILLSIDE RD, SUSSEX, WI 53089",TRUE
"W255N9341 TOMAHAWK DR, SUSSEX, WI 53089-1019","W255N9341 TOMAHAWK DR, SUSSEX, WI 53089",TRUE
"W277S4163 GREEN COUNTRY RD, WAUKESHA, WI 53189-6423","W277S4163 GREEN COUNTRY RD, WAUKESHA, WI 53189",TRUE
"W284N7981 WOODREST DR, HARTLAND, WI 53029","W284N7981 WOODREST DR, HARTLAND, WI 53029",TRUE
"W284N7981 WOODREST DR, HARTLAND, WI 53029-9564","W284N7981 WOODREST DR, HARTLAND, WI 53029",TRUE
"W286N6600 HIBRITTEN WAY, HARTLAND, WI 53029","W286N6600 HIBRITTEN WAY, HARTLAND, WI 53029",TRUE
"W339 N5281 ROAD O, NASHOTAH, WI 53058","W339N5281 ROAD O, NASHOTAH, WI 53058",TRUE
"W347 N5218 ELM AVE, OKAUCHEE, WI 53069","W347N5218 ELM AVE, OKAUCHEE, WI 53069",TRUE
"W356N5262 LAKESHORE DR, OCONOMOWOC, WI 53066","W356N5262 LAKE SHORE DR, OCONOMOWOC, WI 53066",TRUE
"W356N5262 LAKESHORE DR, OCONOMOWOC, WI 53066-3245","W356N5262 LAKE SHORE DR, OCONOMOWOC, WI 53066",TRUE
"W360S3139 STATE ROAD 67, DOUSMAN, WI 53118","W360S3139 STATE ROAD 67, DOUSMAN, WI 53118",FALSE
"W6965 CRESTFIELD WAY, GREENVILLE, WI 54942","W6965 CRESTFIELD WAY, GREENVILLE, WI 54942",TRUE
"W71N364 FOXPOINTE AVE, CEDARBURG, WI 53012-2229","W71N364 FOX POINTE AVE, CEDARBURG, WI 53012",TRUE
"1477 TINY TOWN RD, #132, CLARKSVILLE, TN 37042","1477 TINY TOWN RD, # 132, CLARKSVILLE, TN 37042",TRUE
"2320 S RIVERSIDE DR, BELOIT, WI 53511-2448","2320 RIVERSIDE DR, BELOIT, WI 53511",TRUE
"2320 S. RIVERSIDE DR., BELOIT, WI 53511","2320 RIVERSIDE DR, BELOIT, WI 53511",TRUE
"2753 S. LINEBARGER TERRACE, MILWAUKEE, WI 53207","2753 LINEBARGER TER, MILWAUKEE, WI 53207",TRUE
"2753 S. Linebarger Terrace, Milwuakee, WI 53207","2753 LINEBARGER TER, MILWAUKEE, WI 53207",TRUE
"2975 N 21ST, MILWAUKEE, WI 53206","2975 21ST ST, MILWAUKEE, WI 53206",TRUE
"606 W Wisconsin Ave Ste 202, PMB 1052, Milwaukee, WI 53203","606 WISCONSIN AVE, STE 202, MILWAUKEE, WI 53203",TRUE
"6552 N 76TH ST, MILWAUKEE, WI 53223","6552 76TH ST, MILWAUKEE, WI 53223",TRUE
"664 PETUNIA ST, OCONOMOWOC, WI 53066","664 PETUNIA ST, OCONOMOWOC, WI 53066",TRUE
"664 PETUNIA ST, OCONOMOWOC, WI 53066-2342","664 PETUNIA ST, OCONOMOWOC, WI 53066",TRUE
"N26W30235 MAPLE AVE, PEWAUKEE, WI 53072","N26W30235 MAPLE AVE, PEWAUKEE, WI 53072",TRUE
"N26W30235 Maple Ave, Pewaukee, WI 53072","N26W30235 MAPLE AVE, PEWAUKEE, WI 53072",TRUE
"10936 N PORT WASHINGTON RD, STE 213, MEQUON, WI 53092-5031","10935 PORT WASHINGTON RD, APT 213, MEQUON, WI 53092",TRUE
"1109 S 72ND ST, MILWAUKEE, WI 53214","1109 72ND ST, MILWAUKEE, WI 53214",TRUE
"1109 S 72nd St, Milwaukee, WI 53214","1109 72ND ST, MILWAUKEE, WI 53214",TRUE
"1201 PIPPIN CT, STE 213, MEQUON, WI 53092","1201 PIPPIN CT, STE 213, MEQUON, WI 53092",TRUE
"1710 S 106TH ST, MILWAUKEE, WI 53214-4015","1710 106TH ST, MILWAUKEE, WI 53214",TRUE
"30733 FAIRWAY DRIVE, WATERFORD, WI 53185","30733 FAIRWAY DR, WATERFORD, WI 53185",TRUE
"30733 Fairway Drive, Waterford, WI 53185","30733 FAIRWAY DR, WATERFORD, WI 53185",TRUE
"3511 W VILLARD AVE, MILWAUKEE, WI 53209","3511 VILLARD AVE, MILWAUKEE, WI 53209",TRUE
"3900 W BROWN DEER RD #304, MILWAUKEE, WI 53209","3900 BROWN DEER RD, # 304, MILWAUKEE, WI 53209",TRUE
"3900 W. BROWN DEER RD. #304, MILWAUKEE, WI 53209","3900 BROWN DEER RD, # 304, MILWAUKEE, WI 53209",TRUE
"411 KARIN DRIVE, NORTH PRAIRIE, WI 53153","411 KARIN DR, NORTH PRAIRIE, WI 53153",TRUE
"411 Karin Drive, North Prairie, WI 53153","411 KARIN DR, NORTH PRAIRIE, WI 53153",TRUE
"5034 N. HOPKINS ST., MILWAUKEE, WI 53209","5034 HOPKINS ST, MILWAUKEE, WI 53209",TRUE
"5034 N. Hopkins St., Milwaukee, WI 53209","5034 HOPKINS ST, MILWAUKEE, WI 53209",TRUE
"8143 S 58TH ST, FRANKLIN, WI 53132","8143 58TH ST, FRANKLIN, WI 53132",TRUE
"9130 W. KENSINGTON WAY, FRANKLIN, WI 53132","9130 KENSINGTON WAY, FRANKLIN, WI 53132",TRUE
"9130 W. Kensington Way, Franklin, WI 53132","9130 KENSINGTON WAY, FRANKLIN, WI 53132",TRUE
"1141 N OLD WORLD 3RD ST, MILWAUKEE, WI 53203","1141 OLD WORLD 3RD ST, MILWAUKEE, WI 53203",TRUE
"1200 JOHN Q HAMMONS DR, STE 500, MADISON, WI 53717-2199","1200 JOHN Q HAMMONS DR, STE 500, MADISON, WI 53717",TRUE
"14 ELLIS POTTER CT, STE 101, MADISON, WI 53711-2478","14 ELLIS POTTER CT, STE 101, MADISON, WI 53711",TRUE
"1550 N. EL CENTRO AVENUE, HOLLYWOOD, CA 90028","1550 EL CENTRO AVE, LOS ANGELES, CA 90028",TRUE
"15850 W. BLUEMOUND RD, STE. 204, BROOKFIELD, WI 53005","15850 BLUEMOUND RD, STE 204, BROOKFIELD, WI 53005",TRUE
"15850 W. Bluemound Rd, Ste. 204, Brookfield, WI 53005","15850 BLUEMOUND RD, STE 204, BROOKFIELD, WI 53005",TRUE
"1668 S LAYTON BLVD, MILWAUKEE, WI 53215","1668 LAYTON BLVD, MILWAUKEE, WI 53215",TRUE
"100 WILBURN RD., STE. 100, SUN PRAIRIE, WI 53590","100 WILBURN RD, STE 100, SUN PRAIRIE, WI 53590",TRUE
"1112 ONTARIO AVE, SHEBOYGAN, WI 53081","1112 ONTARIO AVE, SHEBOYGAN, WI 53081",TRUE
"2665 S MOORLAND RD, STE 104, NEW BERLIN, WI 53151-2900","2665 MOORLAND RD, STE 104, NEW BERLIN, WI 53151",TRUE
"533 TAMARACK COURT, WEST BEND, WI 53095","533 TAMARACK CT, WEST BEND, WI 53095",TRUE
"533 Tamarack Court, West Bend, WI 53095","533 TAMARACK CT, WEST BEND, WI 53095",TRUE
"5543 N 95TH ST, MILWAUKEE, WI 53225","5543 95TH ST, MILWAUKEE, WI 53225",TRUE
"5543 N 95TH ST, MILWAUKEE, WISCONSIN 53225","5543 95TH ST, MILWAUKEE, WI 53225",TRUE
"Ramat Gan Yosefi number 4 apartment 3, Ramat gan 5244504","RAMAT GAN YOSEFI NUMBER 4 APARTMENT 3, RAMAT GAN 52445",FALSE
"8420 W DAVENTRY RD, MEQUON, WI 53097-3445","8420 DAVENTRY RD, MEQUON, WI 53097",TRUE
"8628 West Calumet Road, Milwaukee, WI 53224","8628 CALUMET RD, MILWAUKEE, WI 53224",TRUE
"WIRTH LAW, 8420 W DAVENTRY RD, MEQUON, WI 53097-3445","8420 DAVENTRY RD, MEQUON, WI 53097",TRUE
"111 E. WISCONSIN AVE., STE. 1800, MILWAUKEE, WI 53202","111 WISCONSIN AVE, STE 1800, MILWAUKEE, WI 53202",TRUE
"15850 W. BLUEMOUND RD., STE. 204, BROOKFIELD, WI 53005","15850 BLUEMOUND RD, STE 204, BROOKFIELD, WI 53005",TRUE
"4343 N. 13th Street, Milwaukee, WI 53209","4343 13TH ST, MILWAUKEE, WI 53209",TRUE
"PO Box 510305, New Berlin, WI 53151","PO BOX 510305, NEW BERLIN, WI 53151",FALSE
"1012 FIELDRIDGE CT, WAUKESHA, WI 53188","1012 FIELDRIDGE CT, WAUKESHA, WI 53188",TRUE
"1012 Fieldridge Ct, Waukesha, WI 53188","1012 FIELDRIDGE CT, WAUKESHA, WI 53188",TRUE
"17855 CAPTAINS CT., BROOKFIELD, WI 53045","17855 CAPTAINS CT, BROOKFIELD, WI 53045",TRUE
"17855 Captains Ct., Brookfield, WI 53045","17855 CAPTAINS CT, BROOKFIELD, WI 53045",TRUE
"1901 E. VAN BECK AVENUE, ST. FRANCIS, WI 53235","1901 VAN BECK AVE, SAINT FRANCIS, WI 53235",TRUE
"1901 E. Van Beck Avenue, St. Francis, WI 53235","1901 VAN BECK AVE, SAINT FRANCIS, WI 53235",TRUE
"3215 GOLF RD, UNIT 104, DELAFIELD, WI 53018","3215 GOLF RD, UNIT 104, DELAFIELD, WI 53018",TRUE
"3215 Golf RD, Unit 104, Delafield, WI 53018","3215 GOLF RD, UNIT 104, DELAFIELD, WI 53018",TRUE
"1648 MARIE LN., GREEN BAY, WI 54313","1648 MARIE LN, GREEN BAY, WI 54313",TRUE
"3051 N RICHARDS ST, MILWAUKEE, WI 53212-2155","3051 RICHARDS ST, MILWAUKEE, WI 53212",TRUE
"6650 W STATE ST, UNIT D82, WAUWATOSA, WI 53213-2827","6650 STATE ST, UNIT D82, MILWAUKEE, WI 53213",TRUE
"2516 N VEL R PHILLIPS AVE, MILWAUKEE, WI 53212","2516 VEL R PHILLIPS AVE, MILWAUKEE, WI 53212",TRUE
"2516 N Vel R Phillips Ave, Milwaukee, WI 53212","2516 VEL R PHILLIPS AVE, MILWAUKEE, WI 53212",TRUE
